# page_id, page_title, page_namespace, rev_id, rev_timestamp, rev_datetime, text_id, txt, txt_ru
'498664', 'Сущ_ru-old_m_a', '10', '505076', '20121204210956', '2012/12/04 21:09:56', '505034', '<span style=\"font-family: Palatino Linotype, Arial Unicode MS;\"><b>{{{слоги|}}}</b></span>\n\n[[существительное|Существительное]], одушевлённое, мужской род.<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude><includeonly>[[Категория:Нужна классификация по Зализняку/ru-old]][[Категория:Существительные в дореформенной орфографии]][[Категория:Мужской род/ru-old]][[Категория:Одушевлённые/ru-old]]</includeonly>', NULL
'498637', 'Сущ_ru-old_n_ina', '10', '505049', '20121204211137', '2012/12/04 21:11:37', '505007', '<span style=\"font-family: Palatino Linotype, Arial Unicode MS;\"><b>{{{слоги|}}}</b></span>\n\n[[существительное|Существительное]], неодушевлённое, средний род.<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude><includeonly>[[Категория:Нужна классификация по Зализняку/ru-old]][[Категория:Существительные в дореформенной орфографии]][[Категория:Средний род/ru-old]][[Категория:Неодушевлённые/ru-old]]</includeonly>', NULL
'498674', 'Сущ_ru-old_f_a', '10', '505086', '20121204211254', '2012/12/04 21:12:54', '505044', '<span style=\"font-family: Palatino Linotype, Arial Unicode MS;\"><b>{{{слоги|}}}</b></span>\n\n[[существительное|Существительное]], одушевлённое, женский род.<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude><includeonly>[[Категория:Нужна классификация по Зализняку/ru-old]][[Категория:Существительные в дореформенной орфографии]][[Категория:Женский род/ru-old]][[Категория:Одушевлённые/ru-old]]</includeonly>', NULL
'498632', 'Сущ_ru-old_f_ina', '10', '505044', '20121204211355', '2012/12/04 21:13:55', '505002', '<span style=\"font-family: Palatino Linotype, Arial Unicode MS;\"><b>{{{слоги|}}}</b></span>\n\n[[существительное|Существительное]], неодушевлённое, женский род.<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude><includeonly>[[Категория:Нужна классификация по Зализняку/ru-old]][[Категория:Существительные в дореформенной орфографии]][[Категория:Женский род/ru-old]][[Категория:Неодушевлённые/ru-old]]</includeonly>', NULL
'697619', 'Сущ_rut', '10', '707642', '20130301161225', '2013/03/01 16:12:25', '707592', '<b>{{{слоги|}}}</b>\n\nСуществительное.<includeonly>[[Категория:Рутульские существительные]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rut]]</noinclude>', NULL
'721827', 'Сущ_rue_m_ina', '10', '731955', '20130604054303', '2013/06/04 05:43:03', '731905', '<b>{{{слоги|}}}</b> \n\nСуществительное, неодушевлённое, мужской род.\n<includeonly>[[Категория:Русинские существительные]][[Категория:Мужской род/rue]][[Категория:Неодушевлённые/rue]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude>', NULL
'723248', 'Сущ_rue_f', '10', '733383', '20130615091100', '2013/06/15 09:11:00', '733333', '<b>{{{слоги|}}}</b>\n\nСуществительное, женский род.<noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude><includeonly>[[Категория:Русинские существительные]][[Категория:Женский род/rue]]</includeonly>', NULL
'734672', 'Сущ_rue_f_ina', '10', '744874', '20130809210346', '2013/08/09 21:03:46', '744824', '<b>{{{слоги|}}}</b> \n\nСуществительное, неодушевлённое, женский род.\n<includeonly>[[Категория:Русинские существительные]][[Категория:Женский род/rue]][[Категория:Неодушевлённые/rue]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude>', NULL
'787782', 'Сущ_ru_f_ina_2*a-ня(2)', '10', '798349', '20140316134951', '2014/03/16 13:49:51', '798295', '#перенаправление [[Шаблон:сущ ru f ina 2*a(2)-ня]]', NULL
'787851', 'Сущ_ru_m_ina_(2b(1))', '10', '798421', '20140317205158', '2014/03/17 20:51:58', '798367', '#перенаправление [[Шаблон:сущ ru m ina 2b(1)]]', NULL
'792679', 'Сущ_rue_m', '10', '803289', '20140405082920', '2014/04/05 08:29:20', '803235', '<b>{{{слоги|}}}</b>\n\nСуществительное, мужской род.<noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude><includeonly>[[Категория:Русинские существительные]][[Категория:Мужской род/rue]]</includeonly>', NULL
'830687', 'Сущ_ru_пол2/Документация', '10', '842490', '20140626111621', '2014/06/26 11:16:21', '842436', 'Шаблон описания парадигмы склонения русских существительных с первой частью \'\'пол-\'\', имеющих только формы именительного и винительного падежа единственного числа.\n\n=== Пример использования ===\n{| class=standard cellspacing=\"0\" cellpaddin=\"0\"  width=100%\n! Код\n! Результат\n|- valign=top\n|\n<pre style=\"margin: 0; padding: 0.3em 0.3em 0 0.3em; width:300px\">\n{{сущ ru пол2\n|основа=пол-Москвы́\n|слоги={{по-слогам|пол-Москвы́}}\n}}\n</pre>\n| \n{{сущ ru пол2\n|основа=пол-Москвы́\n|слоги={{по-слогам|пол-Москвы́}}\n}}\n|}\n\n=== См. также ===\n* [[Шаблон:сущ ru пол1]]', NULL
'830688', 'Сущ_ru_пол1/Документация', '10', '842491', '20140626112132', '2014/06/26 11:21:32', '842437', 'Шаблон описания парадигмы склонения русских существительных с первой частью \'\'пол-\'\', имеющих дополнительные формы на \'\'полу-\'\'.\n\n=== Пример использования ===\n{| class=standard cellspacing=\"0\" cellpaddin=\"0\"  width=100%\n! Код\n! Результат\n|- valign=top\n|\n<pre style=\"margin: 0; padding: 0.3em 0.3em 0 0.3em; width:300px\">\n{{сущ ru пол1\n|inf=сущ ru m ina 1a\n|основа=арши́н\n|дефис=1\n|слоги={{по-слогам|пол-арши́на}}\n}}\n</pre>\n| \n{{сущ ru пол1\n|inf=сущ ru m ina 1a\n|основа=арши́н\n|дефис=1\n|слоги={{по-слогам|пол-арши́на}}\n}}\n|}\n\n=== См. также ===\n* [[Шаблон:сущ ru пол2]]', NULL
'835873', 'Сущ_ru_m_ina_(с4а(1))', '10', '847809', '20140811121050', '2014/08/11 12:10:50', '847755', '#перенаправление [[Шаблон:сущ ru m ina (n 4a((1)))]]', NULL
'853280', 'Сущ_ru_n_ina_3aX', '10', '865418', '20141010203128', '2014/10/10 20:31:28', '865364', '#перенаправление [[Шаблон:сущ ru n ina 3a÷]]', NULL
'853987', 'Сущ_ru_f_ina_(1e)', '10', '866140', '20141015105024', '2014/10/15 10:50:24', '866086', '#перенаправление [[Шаблон:сущ ru f ina 1e]]', NULL
'556503', 'Сущ_ru-old_m_ina_3c(1)', '10', '564910', '20141118053226', '2014/11/18 05:32:26', '564862', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}а́\n|gen-sg={{{основа}}}а\n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа}}}у\n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа}}}ъ\n|acc-pl={{{основа1}}}а́\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа}}}ѣ\n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, мужской род, 2-е склонение (тип склонения 3c(1) по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 3c(1)]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'566044', 'Сущ_ru-old_n_ina_1a', '10', '574774', '20141118055145', '2014/11/18 05:51:45', '574726', '{{падежи ru-old\n|nom-sg={{{основа}}}о \n|nom-pl={{{основа}}}а\n|gen-sg={{{основа}}}а \n|gen-pl={{{основа}}}ъ\n|dat-sg={{{основа}}}у \n|dat-pl={{{основа}}}амъ\n|acc-sg={{{основа}}}о \n|acc-pl={{{основа}}}а\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа}}}ами\n|prp-sg={{{основа}}}ѣ \n|prp-pl={{{основа}}}ахъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, средний род, 2-е склонение (тип склонения 1a по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Средний род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 1a]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'565781', 'Сущ_ru-old_m_a_1a', '10', '574509', '20141118061006', '2014/11/18 06:10:06', '574461', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа}}}ы\n|gen-sg={{{основа}}}а\n|gen-pl={{{основа}}}овъ\n|dat-sg={{{основа}}}у\n|dat-pl={{{основа}}}амъ\n|acc-sg={{{основа}}}а\n|acc-pl={{{основа}}}овъ\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа}}}ами\n|prp-sg={{{основа}}}ѣ\n|prp-pl={{{основа}}}ахъ\n|loc-sg={{{М|}}} \n|voc-sg={{{З|}}} \n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], одушевлённое, мужской род, 2-е склонение (тип склонения 1a по классификации А. Зализняка).\n<includeonly>[[Категория:Одушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 1a]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'853101', 'Сущ_ru-old_f_ina_5a', '10', '865236', '20141118062141', '2014/11/18 06:21:41', '865182', '{{падежи ru-old\n|nom-sg={{{основа}}}а\n|nom-pl={{{основа}}}ы\n|gen-sg={{{основа}}}ы\n|gen-pl={{{основа}}}ъ\n|dat-sg={{{основа}}}ѣ\n|dat-pl={{{основа}}}амъ\n|acc-sg={{{основа}}}у\n|acc-pl={{{основа}}}ы\n|ins-sg={{{основа}}}ей, {{{основа}}}ею\n|ins-pl={{{основа}}}ами\n|prp-sg={{{основа}}}ѣ\n|prp-pl={{{основа}}}ахъ\n|loc-sg={{{М|}}} \n|voc-sg={{{З|}}} \n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, женский род, 1-е склонение (тип склонения 5a по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Женский род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 5a]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'820746', 'Сущ_ru-old_f_ina_1d', '10', '832456', '20141118070532', '2014/11/18 07:05:32', '832402', '{{падежи ru-old\n|nom-sg={{{основа}}}а́\n|nom-pl={{{основа1}}}ы\n|gen-sg={{{основа}}}ы́\n|gen-pl={{{основа1}}}ъ\n|dat-sg={{{основа}}}ѣ́\n|dat-pl={{{основа1}}}амъ\n|acc-sg={{{основа}}}у́\n|acc-pl={{{основа1}}}ы\n|ins-sg={{{основа}}}о́й, {{{основа}}}о́ю\n|ins-pl={{{основа1}}}ами\n|prp-sg={{{основа}}}ѣ́\n|prp-pl={{{основа1}}}ахъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, женский род, 1-е склонение (тип склонения 1d по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Женский род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 1d]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'855936', 'Сущ_ru-old_m_a_3b', '10', '868123', '20141118070609', '2014/11/18 07:06:09', '868069', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}и́\n|gen-sg={{{основа1}}}а́\n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа1}}}у́\n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа1}}}а́\n|acc-pl={{{основа1}}}о́въ\n|ins-sg={{{основа1}}}о́мъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа1}}}ѣ́\n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], одушевлённое, мужской род, 2-е склонение (тип склонения 3b по классификации А. Зализняка).\n<includeonly>[[Категория:Одушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 3b]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'776906', 'Сущ_ru-old_m_ina_1c', '10', '787378', '20141118070639', '2014/11/18 07:06:39', '787324', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ \n|nom-pl={{{основа1}}}ы́\n|gen-sg={{{основа}}}а \n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа}}}у \n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа}}}ъ \n|acc-pl={{{основа1}}}ы́\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа}}}ѣ \n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, мужской род, 2-е склонение (тип склонения 1c по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 1c]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'858144', 'Сущ_ru-old_f_ina_2a', '10', '870367', '20141118070722', '2014/11/18 07:07:22', '870313', '{{падежи ru-old\n|nom-sg={{{основа}}}я\n|nom-pl={{{основа}}}и\n|gen-sg={{{основа}}}и\n|gen-pl={{{основа}}}ь\n|dat-sg={{{основа}}}ѣ\n|dat-pl={{{основа}}}ямъ\n|acc-sg={{{основа}}}ю\n|acc-pl={{{основа}}}и\n|ins-sg={{{основа}}}ей, {{{основа}}}ею\n|ins-pl={{{основа}}}ями\n|prp-sg={{{основа}}}ѣ\n|prp-pl={{{основа}}}яхъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, женский род, 1-е склонение (тип склонения 2a по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Женский род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 2a]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'820750', 'Сущ_ru-old_m_a_5*a', '10', '832460', '20141118070748', '2014/11/18 07:07:48', '832406', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}ы\n|gen-sg={{{основа1}}}а\n|gen-pl={{{основа1}}}евъ\n|dat-sg={{{основа1}}}у\n|dat-pl={{{основа1}}}амъ\n|acc-sg={{{основа1}}}а\n|acc-pl={{{основа1}}}евъ\n|ins-sg={{{основа1}}}емъ\n|ins-pl={{{основа1}}}ами\n|prp-sg={{{основа1}}}ѣ\n|prp-pl={{{основа1}}}ахъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], одушевлённое, мужской род, 2-е склонение (тип склонения 5*a по классификации А. Зализняка).\n<includeonly>[[Категория:Одушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 5a]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'855935', 'Сущ_ru-old_m_ina_3b', '10', '868122', '20141118070841', '2014/11/18 07:08:41', '868068', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}и́\n|gen-sg={{{основа1}}}а́\n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа1}}}у́\n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа}}}ъ\n|acc-pl={{{основа1}}}и́\n|ins-sg={{{основа1}}}о́мъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа1}}}ѣ́\n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, мужской род, 2-е склонение (тип склонения 3b по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 3b]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'820744', 'Сущ_ru-old_n_ina_1c', '10', '832454', '20141118070921', '2014/11/18 07:09:21', '832400', '{{падежи ru-old\n|nom-sg={{{основа}}}о \n|nom-pl={{{основа1}}}а́\n|gen-sg={{{основа}}}а \n|gen-pl={{{основа}}}ъ\n|dat-sg={{{основа}}}у \n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа}}}о\n|acc-pl={{{основа1}}}а́\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа}}}ѣ \n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, средний род, 2-е склонение (тип склонения 1c по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Средний род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 1c]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'861375', 'Сущ_ru-old_n_ina_3*a(1)', '10', '873638', '20141118074756', '2014/11/18 07:47:56', '873584', '{{падежи ru-old\n|nom-sg={{{основа}}}о \n|nom-pl={{{основа}}}и\n|gen-sg={{{основа}}}а \n|gen-pl={{{основа1}}}\n|dat-sg={{{основа}}}у\n|dat-pl={{{основа}}}амъ\n|acc-sg={{{основа}}}о\n|acc-pl={{{основа}}}и\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа}}}ами\n|prp-sg={{{основа}}}ѣ \n|prp-pl={{{основа}}}ахъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, средний род, 2-е склонение (тип склонения 3*a(1) по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Средний род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 3*a(1)]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'861464', 'Сущ_ru-old_m_ina_3c', '10', '873728', '20141118091542', '2014/11/18 09:15:42', '873674', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}и́\n|gen-sg={{{основа}}}а\n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа}}}у\n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа}}}ъ\n|acc-pl={{{основа1}}}и́\n|ins-sg={{{основа}}}омъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа}}}ѣ\n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], неодушевлённое, мужской род, 2-е склонение (тип склонения 3c по классификации А. Зализняка).\n<includeonly>[[Категория:Неодушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 3c]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'870365', 'Сущ_ru-old_m_a_5*b', '10', '882709', '20141122080216', '2014/11/22 08:02:16', '882655', '{{падежи ru-old\n|nom-sg={{{основа}}}ъ\n|nom-pl={{{основа1}}}ы́\n|gen-sg={{{основа1}}}а́\n|gen-pl={{{основа1}}}о́въ\n|dat-sg={{{основа1}}}у́\n|dat-pl={{{основа1}}}а́мъ\n|acc-sg={{{основа1}}}а́\n|acc-pl={{{основа1}}}о́въ\n|ins-sg={{{основа1}}}о́мъ\n|ins-pl={{{основа1}}}а́ми\n|prp-sg={{{основа1}}}ѣ́\n|prp-pl={{{основа1}}}а́хъ\n|loc-sg={{{М|}}}\n|voc-sg={{{З|}}}\n|prt-sg={{{Р|}}}\n|hide-text={{{hide-text|}}}\n}}\n<b>{{{слоги|}}}</b>\n\n[[существительное|Существительное]], одушевлённое, мужской род, 2-е склонение (тип склонения 5*b по классификации А. Зализняка).\n<includeonly>[[Категория:Одушевлённые/ru-old]]\n[[Категория:Мужской род/ru-old]]\n[[Категория:Существительные в дореформенной орфографии, склонение 5b]]</includeonly>\n<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
'887084', 'Сущ_rue_f_a', '10', '900345', '20141130232547', '2014/11/30 23:25:47', '900291', '<b>{{{слоги|}}}</b> \n\nСуществительное, одушевлённое, женский род.\n<includeonly>[[Категория:Русинские существительные]][[Категория:Женский род/rue]][[Категория:Одушевлённые/rue]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude>', NULL
'903234', 'Сущ_ru_m_ina_1a^', '10', '916658', '20141211231656', '2014/12/11 23:16:56', '916604', '#перенаправление [[Шаблон:сущ ru m ina 1a-ья]]', NULL
'903235', 'Сущ_ru_m_ina_3d^', '10', '916659', '20141211232346', '2014/12/11 23:23:46', '916605', '#перенаправление [[Шаблон:сущ ru m ina 3d-ья]]', NULL
